chr1	249250621	1956074	0	idxstats/Galaxy39-Control-Sars2-2.txt
chr2	243199373	1208344	0	idxstats/Galaxy39-Control-Sars2-2.txt
chr3	198022430	1033728	0	idxstats/Galaxy39-Control-Sars2-2.txt
chr4	191154276	515715	0	idxstats/Galaxy39-Control-Sars2-2.txt
chr5	180915260	1035282	0	idxstats/Galaxy39-Control-Sars2-2.txt
chr6	171115067	779165	0	idxstats/Galaxy39-Control-Sars2-2.txt
chr7	159138663	1107083	0	idxstats/Galaxy39-Control-Sars2-2.txt
chr8	146364022	759754	0	idxstats/Galaxy39-Control-Sars2-2.txt
chr9	141213431	928226	0	idxstats/Galaxy39-Control-Sars2-2.txt
chr10	135534747	947579	0	idxstats/Galaxy39-Control-Sars2-2.txt
chr11	135006516	1197318	0	idxstats/Galaxy39-Control-Sars2-2.txt
chr12	133851895	1891713	0	idxstats/Galaxy39-Control-Sars2-2.txt
chr13	115169878	220952	0	idxstats/Galaxy39-Control-Sars2-2.txt
chr14	107349540	648032	0	idxstats/Galaxy39-Control-Sars2-2.txt
chr15	102531392	870753	0	idxstats/Galaxy39-Control-Sars2-2.txt
chr16	90354753	934143	0	idxstats/Galaxy39-Control-Sars2-2.txt
chr17	81195210	1959151	0	idxstats/Galaxy39-Control-Sars2-2.txt
chr18	78077248	209613	0	idxstats/Galaxy39-Control-Sars2-2.txt
chr19	59128983	1404958	0	idxstats/Galaxy39-Control-Sars2-2.txt
chr20	63025520	615998	0	idxstats/Galaxy39-Control-Sars2-2.txt
chr21	48129895	329636	0	idxstats/Galaxy39-Control-Sars2-2.txt
chr22	51304566	328412	0	idxstats/Galaxy39-Control-Sars2-2.txt
chrX	155270560	686691	0	idxstats/Galaxy39-Control-Sars2-2.txt
chrY	59373566	50932	0	idxstats/Galaxy39-Control-Sars2-2.txt
chrM	16569	1988142	0	idxstats/Galaxy39-Control-Sars2-2.txt
GL877870.2	66021	268	0	idxstats/Galaxy39-Control-Sars2-2.txt
GL877872.1	297485	399	0	idxstats/Galaxy39-Control-Sars2-2.txt
GL383535.1	429806	32267	0	idxstats/Galaxy39-Control-Sars2-2.txt
JH159133.1	266316	1001	0	idxstats/Galaxy39-Control-Sars2-2.txt
KB663606.1	305900	1842	0	idxstats/Galaxy39-Control-Sars2-2.txt
KB021647.1	1058686	8345	0	idxstats/Galaxy39-Control-Sars2-2.txt
KE332497.1	543325	3502	0	idxstats/Galaxy39-Control-Sars2-2.txt
JH159131.1	393769	2	0	idxstats/Galaxy39-Control-Sars2-2.txt
GL949745.1	372609	721	0	idxstats/Galaxy39-Control-Sars2-2.txt
JH720447.1	454385	1779	0	idxstats/Galaxy39-Control-Sars2-2.txt
GL582968.1	356330	3485	0	idxstats/Galaxy39-Control-Sars2-2.txt
JH720446.1	97345	2311	0	idxstats/Galaxy39-Control-Sars2-2.txt
JH591181.2	2281126	33108	0	idxstats/Galaxy39-Control-Sars2-2.txt
JH720443.2	408430	7699	0	idxstats/Galaxy39-Control-Sars2-2.txt
JH159134.2	3821770	35487	0	idxstats/Galaxy39-Control-Sars2-2.txt
JH636052.4	7283150	43591	0	idxstats/Galaxy39-Control-Sars2-2.txt
JH636053.3	1676126	4507	0	idxstats/Galaxy39-Control-Sars2-2.txt
JH636054.1	758378	3734	0	idxstats/Galaxy39-Control-Sars2-2.txt
JH636056.1	262912	249	0	idxstats/Galaxy39-Control-Sars2-2.txt
JH636058.1	716227	1562	0	idxstats/Galaxy39-Control-Sars2-2.txt
JH636057.1	200195	606	0	idxstats/Galaxy39-Control-Sars2-2.txt
KE332505.1	579598	31590	0	idxstats/Galaxy39-Control-Sars2-2.txt
JH720451.1	898979	24	0	idxstats/Galaxy39-Control-Sars2-2.txt
JH720452.1	522319	873	0	idxstats/Galaxy39-Control-Sars2-2.txt
JH720453.1	1461188	1397	0	idxstats/Galaxy39-Control-Sars2-2.txt
JH720454.3	752267	9787	0	idxstats/Galaxy39-Control-Sars2-2.txt
JH159136.1	200998	0	0	idxstats/Galaxy39-Control-Sars2-2.txt
JH806587.1	4110759	13451	0	idxstats/Galaxy39-Control-Sars2-2.txt
JH806588.1	862483	5	0	idxstats/Galaxy39-Control-Sars2-2.txt
JH806589.1	270630	76	0	idxstats/Galaxy39-Control-Sars2-2.txt
JH806590.2	2418393	18664	0	idxstats/Galaxy39-Control-Sars2-2.txt
JH806591.1	882083	1228	0	idxstats/Galaxy39-Control-Sars2-2.txt
JH806592.1	835911	624	0	idxstats/Galaxy39-Control-Sars2-2.txt
JH806593.1	389631	3578	0	idxstats/Galaxy39-Control-Sars2-2.txt
JH806594.1	390496	22	0	idxstats/Galaxy39-Control-Sars2-2.txt
JH806595.1	444074	1874	0	idxstats/Galaxy39-Control-Sars2-2.txt
JH806596.1	413927	1114	0	idxstats/Galaxy39-Control-Sars2-2.txt
JH806597.1	1045622	2196	0	idxstats/Galaxy39-Control-Sars2-2.txt
JH720448.1	70483	0	0	idxstats/Galaxy39-Control-Sars2-2.txt
JH806598.1	899320	1541	0	idxstats/Galaxy39-Control-Sars2-2.txt
JH806599.1	1214327	12	0	idxstats/Galaxy39-Control-Sars2-2.txt
JH806600.2	6530008	12400	0	idxstats/Galaxy39-Control-Sars2-2.txt
JH806601.1	1389764	3048	0	idxstats/Galaxy39-Control-Sars2-2.txt
JH806602.1	713266	98	0	idxstats/Galaxy39-Control-Sars2-2.txt
JH806573.1	24680	284	0	idxstats/Galaxy39-Control-Sars2-2.txt
JH806574.2	22982	8	0	idxstats/Galaxy39-Control-Sars2-2.txt
JH806575.1	47409	188	0	idxstats/Galaxy39-Control-Sars2-2.txt
JH806580.1	93149	1153	0	idxstats/Galaxy39-Control-Sars2-2.txt
JH806583.1	167183	6	0	idxstats/Galaxy39-Control-Sars2-2.txt
JH806584.1	70876	18	0	idxstats/Galaxy39-Control-Sars2-2.txt
JH806585.1	73505	0	0	idxstats/Galaxy39-Control-Sars2-2.txt
JH806603.1	182949	0	0	idxstats/Galaxy39-Control-Sars2-2.txt
JH159150.3	3110903	42402	0	idxstats/Galaxy39-Control-Sars2-2.txt
GL582969.1	251823	2	0	idxstats/Galaxy39-Control-Sars2-2.txt
JH806577.1	22394	24	0	idxstats/Galaxy39-Control-Sars2-2.txt
JH806578.1	169437	8	0	idxstats/Galaxy39-Control-Sars2-2.txt
JH806579.1	211307	3455	0	idxstats/Galaxy39-Control-Sars2-2.txt
JH159137.1	191409	20	0	idxstats/Galaxy39-Control-Sars2-2.txt
KE332502.1	341712	12	0	idxstats/Galaxy39-Control-Sars2-2.txt
KB021645.1	1523386	2605	0	idxstats/Galaxy39-Control-Sars2-2.txt
KB663607.2	334922	1945	0	idxstats/Galaxy39-Control-Sars2-2.txt
KE332500.1	228602	154	0	idxstats/Galaxy39-Control-Sars2-2.txt
KE332496.1	503215	1301	0	idxstats/Galaxy39-Control-Sars2-2.txt
GL383558.1	457041	6600	0	idxstats/Galaxy39-Control-Sars2-2.txt
GL582976.1	412535	14444	0	idxstats/Galaxy39-Control-Sars2-2.txt
GL383523.1	171362	2660	0	idxstats/Galaxy39-Control-Sars2-2.txt
KE332498.1	149443	170	0	idxstats/Galaxy39-Control-Sars2-2.txt
GL949743.1	608579	54	0	idxstats/Galaxy39-Control-Sars2-2.txt
KE332506.1	307252	984	0	idxstats/Galaxy39-Control-Sars2-2.txt
GL383536.1	203777	3018	0	idxstats/Galaxy39-Control-Sars2-2.txt
JH591184.1	462282	864	0	idxstats/Galaxy39-Control-Sars2-2.txt
JH636061.1	186059	50801	0	idxstats/Galaxy39-Control-Sars2-2.txt
JH806576.1	273386	857	0	idxstats/Galaxy39-Control-Sars2-2.txt
GL383524.1	78793	22	0	idxstats/Galaxy39-Control-Sars2-2.txt
GL582973.1	321004	4	0	idxstats/Galaxy39-Control-Sars2-2.txt
JH159138.1	108875	1645	0	idxstats/Galaxy39-Control-Sars2-2.txt
KB021648.1	469972	4015	0	idxstats/Galaxy39-Control-Sars2-2.txt
JH159139.1	120441	6	0	idxstats/Galaxy39-Control-Sars2-2.txt
JH159140.1	546435	52	0	idxstats/Galaxy39-Control-Sars2-2.txt
JH591182.1	196262	610	0	idxstats/Galaxy39-Control-Sars2-2.txt
JH159132.1	100694	2597	0	idxstats/Galaxy39-Control-Sars2-2.txt
JH720449.1	212298	1222	0	idxstats/Galaxy39-Control-Sars2-2.txt
JH591183.1	177920	731	0	idxstats/Galaxy39-Control-Sars2-2.txt
JH720444.2	273128	15831	0	idxstats/Galaxy39-Control-Sars2-2.txt
JH159141.2	240775	683	0	idxstats/Galaxy39-Control-Sars2-2.txt
KB663604.1	478993	10795	0	idxstats/Galaxy39-Control-Sars2-2.txt
JH720455.1	65034	0	0	idxstats/Galaxy39-Control-Sars2-2.txt
KB021646.2	211416	8213	0	idxstats/Galaxy39-Control-Sars2-2.txt
JH159142.2	326647	1140	0	idxstats/Galaxy39-Control-Sars2-2.txt
JH159143.1	191402	1802	0	idxstats/Galaxy39-Control-Sars2-2.txt
JH806582.2	342635	959	0	idxstats/Galaxy39-Control-Sars2-2.txt
JH159135.2	102251	394	0	idxstats/Galaxy39-Control-Sars2-2.txt
KE332499.1	274521	282	0	idxstats/Galaxy39-Control-Sars2-2.txt
GL877877.2	284527	118	0	idxstats/Galaxy39-Control-Sars2-2.txt
JH806586.1	43543	496	0	idxstats/Galaxy39-Control-Sars2-2.txt
GL582979.2	179899	112	0	idxstats/Galaxy39-Control-Sars2-2.txt
KB663605.1	155926	0	0	idxstats/Galaxy39-Control-Sars2-2.txt
GL582975.1	34662	975	0	idxstats/Galaxy39-Control-Sars2-2.txt
GL949744.1	276448	10	0	idxstats/Galaxy39-Control-Sars2-2.txt
GL383543.1	392792	636	0	idxstats/Galaxy39-Control-Sars2-2.txt
GL877871.1	389939	84	0	idxstats/Galaxy39-Control-Sars2-2.txt
GL582967.1	248177	160	0	idxstats/Galaxy39-Control-Sars2-2.txt
JH159149.1	245473	451	0	idxstats/Galaxy39-Control-Sars2-2.txt
GL582977.2	580393	22	0	idxstats/Galaxy39-Control-Sars2-2.txt
GL582970.1	354970	18	0	idxstats/Galaxy39-Control-Sars2-2.txt
GL383559.2	338640	3734	0	idxstats/Galaxy39-Control-Sars2-2.txt
JH159144.1	388340	6881	0	idxstats/Galaxy39-Control-Sars2-2.txt
JH591186.1	376223	778	0	idxstats/Galaxy39-Control-Sars2-2.txt
GL383560.1	534288	4676	0	idxstats/Galaxy39-Control-Sars2-2.txt
GL339450.1	330164	8000	0	idxstats/Galaxy39-Control-Sars2-2.txt
GL582971.1	1284284	538	0	idxstats/Galaxy39-Control-Sars2-2.txt
GL582974.1	163298	629	0	idxstats/Galaxy39-Control-Sars2-2.txt
JH806581.1	872115	400	0	idxstats/Galaxy39-Control-Sars2-2.txt
JH636060.1	437946	13451	0	idxstats/Galaxy39-Control-Sars2-2.txt
JH591185.1	167437	294	0	idxstats/Galaxy39-Control-Sars2-2.txt
JH159145.1	194862	9403	0	idxstats/Galaxy39-Control-Sars2-2.txt
GL877873.1	168465	230	0	idxstats/Galaxy39-Control-Sars2-2.txt
KB663608.1	283551	0	0	idxstats/Galaxy39-Control-Sars2-2.txt
GL582972.1	327774	323	0	idxstats/Galaxy39-Control-Sars2-2.txt
KB663603.1	599580	4567	0	idxstats/Galaxy39-Control-Sars2-2.txt
KE332495.1	263861	3388	0	idxstats/Galaxy39-Control-Sars2-2.txt
JH636059.1	295379	477	0	idxstats/Galaxy39-Control-Sars2-2.txt
JH720445.1	170033	1710	0	idxstats/Galaxy39-Control-Sars2-2.txt
KE332501.1	1020827	90	0	idxstats/Galaxy39-Control-Sars2-2.txt
GL383561.2	644425	856	0	idxstats/Galaxy39-Control-Sars2-2.txt
GL949741.1	151551	292	0	idxstats/Galaxy39-Control-Sars2-2.txt
GL383562.1	45551	526	0	idxstats/Galaxy39-Control-Sars2-2.txt
GL383525.1	65063	2	0	idxstats/Galaxy39-Control-Sars2-2.txt
GL383544.1	128378	8	0	idxstats/Galaxy39-Control-Sars2-2.txt
GL383548.1	165247	110	0	idxstats/Galaxy39-Control-Sars2-2.txt
GL383537.1	62435	12	0	idxstats/Galaxy39-Control-Sars2-2.txt
GL383538.1	49281	86	0	idxstats/Galaxy39-Control-Sars2-2.txt
GL383516.1	49316	8	0	idxstats/Galaxy39-Control-Sars2-2.txt
GL383517.1	49352	12	0	idxstats/Galaxy39-Control-Sars2-2.txt
GL383545.1	179254	50	0	idxstats/Galaxy39-Control-Sars2-2.txt
GL383546.1	309802	1071	0	idxstats/Galaxy39-Control-Sars2-2.txt
